video,label,id,t_start,t_end,frames
1CM42_18_R_#178,G06,9,2821,2983,163
1CM42_18_R_#178,B0B,3,2984,3121,138
1CM42_18_R_#178,G03,6,3122,3170,49
1CM42_18_R_#178,B0B,3,3171,3371,201
1CM42_18_R_#178,G02,5,3372,3417,46
1CM42_18_R_#178,B0B,3,3418,3624,207
1CM42_18_R_#178,G11,14,3625,3665,41
1CM42_18_R_#179,D0X,1,1,55,55
1CM42_18_R_#179,G07,10,56,114,59
1CM42_18_R_#179,B0B,3,115,340,226
1CM42_18_R_#179,G05,8,341,403,63
1CM42_18_R_#179,B0A,2,404,689,286
1CM42_18_R_#179,G09,12,690,756,67
1CM42_18_R_#179,B0B,3,757,1023,267
1CM42_18_R_#179,G08,11,1024,1066,43
1CM42_18_R_#179,B0A,2,1067,1271,205
1CM42_18_R_#179,D0X,1,1272,1528,257
1CM42_18_R_#179,G03,6,1529,1563,35
1CM42_18_R_#179,B0A,2,1564,1763,200
1CM42_18_R_#179,G04,7,1764,1797,34
1CM42_18_R_#179,B0B,3,1798,2105,308
1CM42_18_R_#179,G10,13,2106,2142,37
1CM42_18_R_#179,B0A,2,2143,2408,266
1CM42_18_R_#179,D0X,1,2409,2674,266
1CM42_18_R_#179,G02,5,2675,2715,41
1CM42_18_R_#179,B0B,3,2716,2963,248
1CM42_18_R_#179,D0X,1,2964,3139,176
1CM42_18_R_#179,G11,14,3140,3203,64
1CM42_18_R_#179,B0A,2,3204,3375,172
1CM42_18_R_#179,G01,4,3376,3418,43
1CM42_18_R_#179,B0B,3,3419,3615,197
1CM42_18_R_#179,G06,9,3616,3686,71
1CM42_18_R_#180,D0X,1,1,32,32
1CM42_18_R_#180,G08,11,33,69,37
1CM42_18_R_#180,B0B,3,70,281,212
1CM42_18_R_#180,G07,10,282,391,110
1CM42_18_R_#180,B0B,3,392,598,207
1CM42_18_R_#180,G05,8,599,646,48
1CM42_18_R_#180,B0A,2,647,892,246
1CM42_18_R_#180,D0X,1,893,1160,268
1CM42_18_R_#180,G10,13,1161,1194,34
1CM42_18_R_#180,B0A,2,1195,1439,245
1CM42_18_R_#180,G01,4,1440,1486,47
1CM42_18_R_#180,B0A,2,1487,1673,187
1CM42_18_R_#180,D0X,1,1674,1928,255
1CM42_18_R_#180,G03,6,1929,1963,35
1CM42_18_R_#180,B0B,3,1964,2221,258
1CM42_18_R_#180,G11,14,2222,2272,51
1CM42_18_R_#180,B0B,3,2273,2477,205
1CM42_18_R_#180,D0X,1,2478,2645,168
1CM42_18_R_#180,G04,7,2646,2700,55
1CM42_18_R_#180,B0B,3,2701,2894,194
1CM42_18_R_#180,G09,12,2895,2939,45
1CM42_18_R_#180,B0A,2,2940,3176,237
1CM42_18_R_#180,G06,9,3177,3238,62
1CM42_18_R_#180,B0A,2,3239,3567,329
1CM42_18_R_#180,G02,5,3568,3603,36
1CM42_18_R_#180,B0B,3,3604,3618,15
1CM42_21_R_#153,D0X,1,1,55,55
1CM42_21_R_#153,G03,6,56,102,47
1CM42_21_R_#153,B0B,3,103,346,244
1CM42_21_R_#153,G10,13,347,392,46
1CM42_21_R_#153,B0A,2,393,649,257
1CM42_21_R_#153,G08,11,650,716,67
1CM42_21_R_#153,B0A,2,717,943,227
1CM42_21_R_#153,G11,14,944,978,35
1CM42_21_R_#153,B0B,3,979,1188,210
1CM42_21_R_#153,D0X,1,1189,1462,274
1CM42_21_R_#153,G05,8,1463,1503,41
1CM42_21_R_#153,B0A,2,1504,1735,232
1CM42_21_R_#153,G02,5,1736,1777,42
1CM42_21_R_#153,B0B,3,1778,2052,275
1CM42_21_R_#153,D0X,1,2053,2440,388
1CM42_21_R_#153,G07,10,2441,2495,55
1CM42_21_R_#153,B0A,2,2496,2880,385
1CM42_21_R_#153,D0X,1,2881,3238,358
1CM42_21_R_#153,G06,9,3239,3268,30
1CM42_21_R_#153,B0A,2,3269,3512,244
1CM42_21_R_#153,G04,7,3513,3554,42
1CM42_21_R_#153,B0B,3,3555,3783,229
1CM42_21_R_#153,G01,4,3784,3821,38
1CM42_21_R_#153,B0B,3,3822,4045,224
1CM42_21_R_#153,G09,12,4046,4109,64
1CM42_21_R_#153,D0X,1,4110,4188,79
1CM42_21_R_#154,D0X,1,1,70,70
1CM42_21_R_#154,G03,6,71,112,42
1CM42_21_R_#154,B0B,3,113,399,287
1CM42_21_R_#154,G06,9,400,435,36
1CM42_21_R_#154,B0A,2,436,722,287
1CM42_21_R_#154,G05,8,723,766,44
1CM42_21_R_#154,B0A,2,767,1032,266
1CM42_21_R_#154,G08,11,1033,1090,58
1CM42_21_R_#154,B0B,3,1091,1375,285
1CM42_21_R_#154,G07,10,1376,1437,62
1CM42_21_R_#154,B0A,2,1438,1731,294
1CM42_21_R_#154,G02,5,1732,1769,38
1CM42_21_R_#154,B0B,3,1770,2020,251
1CM42_21_R_#154,D0X,1,2021,2418,398
1CM42_21_R_#154,G10,13,2419,2471,53
1CM42_21_R_#154,B0A,2,2472,2783,312
1CM42_21_R_#154,D0X,1,2784,3137,354
1CM42_21_R_#154,G01,4,3138,3176,39
1CM42_21_R_#154,B0A,2,3177,3448,272
1CM42_21_R_#154,D0X,1,3449,3776,328
1CM42_21_R_#154,G09,12,3777,3834,58
1CM42_21_R_#154,B0B,3,3835,4145,311
1CM42_21_R_#154,G11,14,4146,4191,46
1CM42_21_R_#154,B0B,3,4192,4403,212
1CM42_21_R_#154,G04,7,4404,4439,36
1CM42_21_R_#154,D0X,1,4440,4543,104
1CM42_21_R_#155,D0X,1,1,61,61
1CM42_21_R_#155,G08,11,62,113,52
1CM42_21_R_#155,B0B,3,114,422,309
1CM42_21_R_#155,G06,9,423,473,51
1CM42_21_R_#155,B0B,3,474,803,330
1CM42_21_R_#155,G11,14,804,854,51
1CM42_21_R_#155,B0B,3,855,1167,313
1CM42_21_R_#155,G03,6,1168,1196,29
1CM42_21_R_#155,B0A,2,1197,1577,381
1CM42_21_R_#155,D0X,1,1578,1950,373
1CM42_21_R_#155,G01,4,1951,1997,47
1CM42_21_R_#155,B0A,2,1998,2308,311
1CM42_21_R_#155,G04,7,2309,2343,35
1CM42_21_R_#155,B0A,2,2344,2577,234
1CM42_21_R_#155,D0X,1,2578,2995,418
1CM42_21_R_#155,G10,13,2996,3021,26
1CM42_21_R_#155,B0B,3,3022,3453,432
1CM42_21_R_#155,G02,5,3454,3512,59
1CM42_21_R_#155,B0A,2,3513,3823,311
1CM42_21_R_#155,D0X,1,3824,4137,314
1CM42_21_R_#155,G05,8,4138,4204,67
1CM42_21_R_#155,B0A,2,4205,4365,161
1CM42_21_R_#155,G07,10,4366,4426,61
1CM42_21_R_#155,B0B,3,4427,4596,170
1CM42_21_R_#155,G09,12,4597,4654,58
1CM42_21_R_#155,D0X,1,4655,4709,55
1CM42_21_R_#156,D0X,1,1,64,64
1CM42_21_R_#156,G05,8,65,107,43
1CM42_21_R_#156,B0A,2,108,479,372
1CM42_21_R_#156,G11,14,480,516,37
1CM42_21_R_#156,B0B,3,517,808,292
1CM42_21_R_#156,G09,12,809,870,62
1CM42_21_R_#156,B0A,2,871,1110,240
1CM42_21_R_#156,G04,7,1111,1156,46
1CM42_21_R_#156,B0A,2,1157,1450,294
1CM42_21_R_#156,D0X,1,1451,1752,302
1CM42_21_R_#156,G06,9,1753,1791,39
1CM42_21_R_#156,B0B,3,1792,2106,315
1CM42_21_R_#156,D0X,1,2107,2409,303
1CM42_21_R_#156,G10,13,2410,2455,46
1CM42_21_R_#156,B0A,2,2456,2756,301
1CM42_21_R_#156,G02,5,2757,2794,38
1CM42_21_R_#156,B0A,2,2795,3128,334
1CM42_21_R_#156,G07,10,3129,3177,49
1CM42_21_R_#156,B0B,3,3178,3358,181
1CM42_21_R_#156,D0X,1,3359,3644,286
1CM42_21_R_#156,G08,11,3645,3704,60
1CM42_21_R_#156,B0B,3,3705,3942,238
1CM42_21_R_#156,G01,4,3943,3987,45
1CM42_21_R_#156,B0B,3,3988,4155,168
1CM42_21_R_#156,G03,6,4156,4203,48
1CM42_21_R_#156,D0X,1,4204,4241,38
1CM42_26_R_#173,D0X,1,1,30,30
1CM42_26_R_#173,G05,8,31,95,65
1CM42_26_R_#173,B0B,3,96,521,426
1CM42_26_R_#173,G04,7,522,585,64
1CM42_26_R_#173,B0A,2,586,883,298
1CM42_26_R_#173,G07,10,884,1021,138
1CM42_26_R_#173,B0B,3,1022,1264,243
1CM42_26_R_#173,G09,12,1265,1332,68
1CM42_26_R_#173,B0A,2,1333,1555,223
1CM42_26_R_#173,D0X,1,1556,1731,176
1CM42_26_R_#173,G06,9,1732,1788,57
1CM42_26_R_#173,B0A,2,1789,2042,254
1CM42_26_R_#173,G08,11,2043,2098,56
1CM42_26_R_#173,B0B,3,2099,2337,239
1CM42_26_R_#173,G10,13,2338,2443,106
1CM42_26_R_#173,B0A,2,2444,2670,227
1CM42_26_R_#173,G02,5,2671,2745,75
1CM42_26_R_#173,B0A,2,2746,2948,203
1CM42_26_R_#173,D0X,1,2949,3120,172
1CM42_26_R_#173,G01,4,3121,3174,54
1CM42_26_R_#173,B0B,3,3175,3378,204
1CM42_26_R_#173,D0X,1,3379,3480,102
1CM42_26_R_#173,G03,6,3481,3547,67
1CM42_26_R_#173,B0B,3,3548,3741,194
1CM42_26_R_#173,G11,14,3742,3809,68
1CM42_26_R_#173,D0X,1,3810,3836,27
1CM42_26_R_#174,D0X,1,1,77,77
1CM42_26_R_#174,G01,4,78,132,55
1CM42_26_R_#174,B0B,3,133,460,328
1CM42_26_R_#174,G09,12,461,510,50
1CM42_26_R_#174,B0A,2,511,810,300
1CM42_26_R_#174,G07,10,811,871,61
1CM42_26_R_#174,B0A,2,872,1040,169
1CM42_26_R_#174,G10,13,1041,1099,59
1CM42_26_R_#174,B0B,3,1100,1348,249
1CM42_26_R_#174,G08,11,1349,1409,61
1CM42_26_R_#174,B0A,2,1410,1594,185
1CM42_26_R_#174,D0X,1,1595,1788,194
1CM42_26_R_#174,G03,6,1789,1842,54
1CM42_26_R_#174,B0B,3,1843,2092,250
1CM42_26_R_#174,G11,14,2093,2168,76
1CM42_26_R_#174,B0A,2,2169,2311,143
1CM42_26_R_#174,D0X,1,2312,2523,212
1CM42_26_R_#174,G06,9,2524,2580,57
1CM42_26_R_#174,B0B,3,2581,2838,258
1CM42_26_R_#174,D0X,1,2839,3041,203
1CM42_26_R_#174,G02,5,3042,3089,48
1CM42_26_R_#174,B0A,2,3090,3291,202
1CM42_26_R_#174,G05,8,3292,3371,80
1CM42_26_R_#174,B0B,3,3372,3514,143
1CM42_26_R_#174,G04,7,3515,3593,79
1CM42_26_R_#174,D0X,1,3594,3655,62
1CM42_26_R_#175,D0X,1,1,45,45
1CM42_26_R_#175,G06,9,46,90,45
1CM42_26_R_#175,B0B,3,91,406,316
1CM42_26_R_#175,G01,4,407,468,62
1CM42_26_R_#175,B0B,3,469,641,173
1CM42_26_R_#175,G04,7,642,702,61
1CM42_26_R_#175,B0A,2,703,859,157
1CM42_26_R_#175,G08,11,860,921,62
1CM42_26_R_#175,B0A,2,922,1112,191
1CM42_26_R_#175,D0X,1,1113,1401,289
1CM42_26_R_#175,G02,5,1402,1439,38
1CM42_26_R_#175,B0B,3,1440,1666,227
1CM42_26_R_#175,G11,14,1667,1747,81
1CM42_26_R_#175,B0A,2,1748,2010,263
1CM42_26_R_#175,D0X,1,2011,2284,274
1CM42_26_R_#175,G03,6,2285,2349,65
1CM42_26_R_#175,B0B,3,2350,2597,248
1CM42_26_R_#175,G10,13,2598,2684,87
1CM42_26_R_#175,B0A,2,2685,2892,208
1CM42_26_R_#175,G09,12,2893,2954,62
1CM42_26_R_#175,B0A,2,2955,3199,245
1CM42_26_R_#175,D0X,1,3200,3376,177
1CM42_26_R_#175,G05,8,3377,3442,66
1CM42_26_R_#175,B0B,3,3443,3703,261
1CM42_26_R_#175,G07,10,3704,3749,46
1CM42_26_R_#175,D0X,1,3750,3811,62
1CM42_26_R_#176,D0X,1,1,73,73
1CM42_26_R_#176,G02,5,74,113,40
1CM42_26_R_#176,B0A,2,114,417,304
1CM42_26_R_#176,G09,12,418,475,58
1CM42_26_R_#176,B0B,3,476,740,265
1CM42_26_R_#176,G01,4,741,788,48
1CM42_26_R_#176,B0A,2,789,1018,230
1CM42_26_R_#176,D0X,1,1019,1200,182
1CM42_26_R_#176,G04,7,1201,1276,76
1CM42_26_R_#176,B0B,3,1277,1543,267
1CM42_26_R_#176,D0X,1,1544,1818,275
1CM42_26_R_#176,G07,10,1819,1889,71
1CM42_26_R_#176,B0B,3,1890,2145,256
1CM42_26_R_#176,G11,14,2146,2202,57
1CM42_26_R_#176,B0A,2,2203,2385,183
1CM42_26_R_#176,G03,6,2386,2449,64
1CM42_26_R_#176,B0B,3,2450,2700,251
1CM42_26_R_#176,G05,8,2701,2766,66
1CM42_26_R_#176,B0B,3,2767,3017,251
1CM42_26_R_#176,D0X,1,3018,3197,180
1CM42_26_R_#176,G10,13,3198,3260,63
1CM42_26_R_#176,B0A,2,3261,3430,170
1CM42_26_R_#176,G06,9,3431,3492,62
1CM42_26_R_#176,B0A,2,3493,3652,160
1CM42_26_R_#176,G08,11,3653,3689,37
1CM42_26_R_#176,D0X,1,3690,3743,54
1CM42_32_R_#169,D0X,1,1,50,50
1CM42_32_R_#169,G01,4,51,123,73
1CM42_32_R_#169,B0A,2,124,334,211
1CM42_32_R_#169,G05,8,335,383,49
1CM42_32_R_#169,B0A,2,384,676,293
1CM42_32_R_#169,G10,13,677,785,109
1CM42_32_R_#169,B0B,3,786,1068,283
1CM42_32_R_#169,G02,5,1069,1142,74
1CM42_32_R_#169,B0B,3,1143,1386,244
1CM42_32_R_#169,G03,6,1387,1431,45
1CM42_32_R_#169,B0A,2,1432,1748,317
1CM42_32_R_#169,G07,10,1749,1809,61
1CM42_32_R_#169,B0A,2,1810,2097,288
1CM42_32_R_#169,D0X,1,2098,2492,395
1CM42_32_R_#169,G08,11,2493,2546,54
1CM42_32_R_#169,B0A,2,2547,2863,317
1CM42_32_R_#169,D0X,1,2864,3291,428
1CM42_32_R_#169,G04,7,3292,3343,52
1CM42_32_R_#169,B0B,3,3344,3669,326
1CM42_32_R_#169,D0X,1,3670,4090,421
1CM42_32_R_#169,G09,12,4091,4150,60
1CM42_32_R_#169,B0B,3,4151,4403,253
1CM42_32_R_#169,G11,14,4404,4444,41
1CM42_32_R_#169,B0B,3,4445,4705,261
1CM42_32_R_#169,G06,9,4706,4739,34
1CM42_32_R_#169,D0X,1,4740,4765,26
1CM42_32_R_#170,D0X,1,1,93,93
1CM42_32_R_#170,G08,11,94,160,67
1CM42_32_R_#170,B0A,2,161,491,331
1CM42_32_R_#170,G01,4,492,541,50
1CM42_32_R_#170,B0B,3,542,799,258
1CM42_32_R_#170,G11,14,800,857,58
1CM42_32_R_#170,B0A,2,858,1201,344
1CM42_32_R_#170,G02,5,1202,1299,98
1CM42_32_R_#170,B0B,3,1300,1777,478
1CM42_32_R_#170,G05,8,1778,1841,64
1CM42_32_R_#170,B0A,2,1842,2109,268
1CM42_32_R_#170,G10,13,2110,2188,79
1CM42_32_R_#170,B0B,3,2189,2457,269
1CM42_32_R_#170,D0X,1,2458,2712,255
1CM42_32_R_#170,G09,12,2713,2766,54
1CM42_32_R_#170,B0B,3,2767,3197,431
1CM42_32_R_#170,D0X,1,3198,3407,210
1CM42_32_R_#170,G06,9,3408,3499,92
1CM42_32_R_#170,B0A,2,3500,3893,394
1CM42_32_R_#170,D0X,1,3894,4039,146
1CM42_32_R_#170,G07,10,4040,4103,64
1CM42_32_R_#170,B0A,2,4104,4334,231
1CM42_32_R_#170,G04,7,4335,4380,46
1CM42_32_R_#170,B0B,3,4381,4466,86
1CM42_32_R_#170,G03,6,4467,4503,37
1CM42_32_R_#170,D0X,1,4504,4543,40
1CM42_32_R_#171,D0X,1,1,27,27
1CM42_32_R_#171,G11,14,28,91,64
1CM42_32_R_#171,B0B,3,92,430,339
1CM42_32_R_#171,G07,10,431,478,48
1CM42_32_R_#171,B0A,2,479,786,308
1CM42_32_R_#171,G03,6,787,832,46
1CM42_32_R_#171,B0B,3,833,1189,357
1CM42_32_R_#171,G06,9,1190,1234,45
1CM42_32_R_#171,B0B,3,1235,1456,222
1CM42_32_R_#171,D0X,1,1457,1700,244
1CM42_32_R_#171,G04,7,1701,1756,56
1CM42_32_R_#171,B0B,3,1757,2039,283
1CM42_32_R_#171,G09,12,2040,2116,77
1CM42_32_R_#171,B0A,2,2117,2432,316
1CM42_32_R_#171,G01,4,2433,2477,45
1CM42_32_R_#171,B0B,3,2478,2756,279
1CM42_32_R_#171,D0X,1,2757,2963,207
1CM42_32_R_#171,G05,8,2964,3021,58
1CM42_32_R_#171,B0A,2,3022,3343,322
1CM42_32_R_#171,D0X,1,3344,3495,152
1CM42_32_R_#171,G10,13,3496,3576,81
1CM42_32_R_#171,B0A,2,3577,3878,302
1CM42_32_R_#171,G02,5,3879,3955,77
1CM42_32_R_#171,B0A,2,3956,4151,196
1CM42_32_R_#171,G08,11,4152,4207,56
1CM42_32_R_#171,D0X,1,4208,4242,35
1CM42_32_R_#172,D0X,1,1,29,29
1CM42_32_R_#172,G04,7,30,82,53
1CM42_32_R_#172,B0A,2,83,405,323
1CM42_32_R_#172,G08,11,406,478,73
1CM42_32_R_#172,B0A,2,479,791,313
1CM42_32_R_#172,G11,14,792,834,43
1CM42_32_R_#172,B0B,3,835,1227,393
1CM42_32_R_#172,D0X,1,1228,1635,408
1CM42_32_R_#172,G02,5,1636,1681,46
1CM42_32_R_#172,B0B,3,1682,2012,331
1CM42_32_R_#172,G01,4,2013,2061,49
1CM42_32_R_#172,B0B,3,2062,2392,331
1CM42_32_R_#172,D0X,1,2393,2665,273
1CM42_32_R_#172,G03,6,2666,2721,56
1CM42_32_R_#172,B0B,3,2722,2992,271
1CM42_32_R_#172,G06,9,2993,3047,55
1CM42_32_R_#172,B0A,2,3048,3361,314
1CM42_32_R_#172,G09,12,3362,3413,52
1CM42_32_R_#172,B0B,3,3414,3788,375
1CM42_32_R_#172,D0X,1,3789,3916,128
1CM42_32_R_#172,G05,8,3917,3969,53
1CM42_32_R_#172,B0A,2,3970,4162,193
1CM42_32_R_#172,G07,10,4163,4216,54
1CM42_32_R_#172,B0A,2,4217,4441,225
1CM42_32_R_#172,G10,13,4442,4482,41
1CM42_32_R_#172,D0X,1,4483,4511,29
1CM42_3_R_#193,D0X,1,1,12,12
1CM42_3_R_#193,G08,11,13,97,85
1CM42_3_R_#193,B0B,3,98,407,310
1CM42_3_R_#193,G04,7,408,467,60
1CM42_3_R_#193,B0A,2,468,684,217
1CM42_3_R_#193,G09,12,685,745,61
1CM42_3_R_#193,B0B,3,746,966,221
1CM42_3_R_#193,G07,10,967,1017,51
1CM42_3_R_#193,B0B,3,1018,1284,267
1CM42_3_R_#193,D0X,1,1285,1579,295
1CM42_3_R_#193,G06,9,1580,1670,91
1CM42_3_R_#193,B0A,2,1671,1872,202
1CM42_3_R_#193,G01,4,1873,1915,43
1CM42_3_R_#193,B0B,3,1916,2146,231
1CM42_3_R_#193,D0X,1,2147,2536,390
1CM42_3_R_#193,G03,6,2537,2617,81
1CM42_3_R_#193,B0A,2,2618,2868,251
1CM42_3_R_#193,D0X,1,2869,3036,168
1CM42_3_R_#193,G05,8,3037,3110,74
1CM42_3_R_#193,B0A,2,3111,3342,232
1CM42_3_R_#193,G10,13,3343,3418,76
1CM42_3_R_#193,B0A,2,3419,3610,192
1CM42_3_R_#193,G11,14,3611,3686,76
1CM42_3_R_#193,B0B,3,3687,3944,258
1CM42_3_R_#193,G02,5,3945,3994,50
1CM42_3_R_#193,D0X,1,3995,4087,93
1CM42_3_R_#194,B0A,2,1,15,15
1CM42_3_R_#194,G06,9,16,72,57
1CM42_3_R_#194,B0A,2,73,378,306
1CM42_3_R_#194,G10,13,379,458,80
1CM42_3_R_#194,B0B,3,459,671,213
1CM42_3_R_#194,G08,11,672,754,83
1CM42_3_R_#194,B0B,3,755,961,207
1CM42_3_R_#194,G09,12,962,1013,52
1CM42_3_R_#194,B0B,3,1014,1228,215
1CM42_3_R_#194,D0X,1,1229,1471,243
1CM42_3_R_#194,G02,5,1472,1534,63
1CM42_3_R_#194,B0A,2,1535,1805,271
1CM42_3_R_#194,D0X,1,1806,2114,309
1CM42_3_R_#194,G07,10,2115,2187,73
1CM42_3_R_#194,B0A,2,2188,2436,249
1CM42_3_R_#194,G11,14,2437,2504,68
1CM42_3_R_#194,B0B,3,2505,2726,222
1CM42_3_R_#194,D0X,1,2727,3016,290
1CM42_3_R_#194,G03,6,3017,3080,64
1CM42_3_R_#194,B0A,2,3081,3359,279
1CM42_3_R_#194,G04,7,3360,3416,57
1CM42_3_R_#194,B0A,2,3417,3594,178
1CM42_3_R_#194,G05,8,3595,3662,68
1CM42_3_R_#194,B0B,3,3663,3873,211
1CM42_3_R_#194,G01,4,3874,3931,58
1CM42_3_R_#194,D0X,1,3932,3976,45
1CM42_3_R_#195,D0X,1,1,21,21
1CM42_3_R_#195,G05,8,22,76,55
1CM42_3_R_#195,B0B,3,77,348,272
1CM42_3_R_#195,G10,13,349,420,72
1CM42_3_R_#195,B0B,3,421,720,300
1CM42_3_R_#195,G07,10,721,798,78
1CM42_3_R_#195,B0A,2,799,1114,316
1CM42_3_R_#195,G11,14,1115,1200,86
1CM42_3_R_#195,B0B,3,1201,1513,313
1CM42_3_R_#195,D0X,1,1514,1768,255
1CM42_3_R_#195,G04,7,1769,1842,74
1CM42_3_R_#195,B0A,2,1843,2131,289
1CM42_3_R_#195,D0X,1,2132,2440,309
1CM42_3_R_#195,G01,4,2441,2484,44
1CM42_3_R_#195,B0A,2,2485,2796,312
1CM42_3_R_#195,G02,5,2797,2856,60
1CM42_3_R_#195,B0A,2,2857,3117,261
1CM42_3_R_#195,D0X,1,3118,3306,189
1CM42_3_R_#195,G09,12,3307,3368,62
1CM42_3_R_#195,B0B,3,3369,3626,258
1CM42_3_R_#195,G06,9,3627,3683,57
1CM42_3_R_#195,B0B,3,3684,3875,192
1CM42_3_R_#195,G08,11,3876,3928,53
1CM42_3_R_#195,B0A,2,3929,4137,209
1CM42_3_R_#195,G03,6,4138,4171,34
1CM42_3_R_#195,D0X,1,4172,4188,17
1CM42_3_R_#196,D0X,1,1,14,14
1CM42_3_R_#196,G10,13,15,98,84
1CM42_3_R_#196,B0A,2,99,355,257
1CM42_3_R_#196,G01,4,356,370,15
1CM42_3_R_#196,B0A,2,371,603,233
1CM42_3_R_#196,G09,12,604,657,54
1CM42_3_R_#196,B0B,3,658,840,183
1CM42_3_R_#196,G07,10,841,925,85
1CM42_3_R_#196,B0A,2,926,1185,260
1CM42_3_R_#196,D0X,1,1186,1405,220
1CM42_3_R_#196,G11,14,1406,1483,78
1CM42_3_R_#196,B0A,2,1484,1762,279
1CM42_3_R_#196,G03,6,1763,1813,51
1CM42_3_R_#196,B0B,3,1814,2043,230
1CM42_3_R_#196,G02,5,2044,2078,35
1CM42_3_R_#196,B0B,3,2079,2293,215
1CM42_3_R_#196,D0X,1,2294,2644,351
1CM42_3_R_#196,G08,11,2645,2732,88
1CM42_3_R_#196,B0A,2,2733,3061,329
1CM42_3_R_#196,D0X,1,3062,3254,193
1CM42_3_R_#196,G05,8,3255,3346,92
1CM42_3_R_#196,B0B,3,3347,3594,248
1CM42_3_R_#196,G06,9,3595,3666,72
1CM42_3_R_#196,B0B,3,3667,3807,141
1CM42_3_R_#196,G04,7,3808,3865,58
1CM42_3_R_#196,D0X,1,3866,3927,62
1CM42_4_R_#185,D0X,1,1,30,30
1CM42_4_R_#185,G04,7,31,78,48
1CM42_4_R_#185,B0B,3,79,289,211
1CM42_4_R_#185,G11,14,290,331,42
1CM42_4_R_#185,B0A,2,332,593,262
1CM42_4_R_#185,G06,9,594,646,53
1CM42_4_R_#185,B0A,2,647,887,241
1CM42_4_R_#185,G01,4,888,932,45
1CM42_4_R_#185,B0A,2,933,1139,207
1CM42_4_R_#185,G07,10,1140,1192,53
1CM42_4_R_#185,B0B,3,1193,1389,197
1CM42_4_R_#185,D0X,1,1390,1623,234
1CM42_4_R_#185,G03,6,1624,1686,63
1CM42_4_R_#185,B0A,2,1687,1960,274
1CM42_4_R_#185,D0X,1,1961,2191,231
1CM42_4_R_#185,G05,8,2192,2247,56
1CM42_4_R_#185,B0B,3,2248,2496,249
1CM42_4_R_#185,D0X,1,2497,2672,176
1CM42_4_R_#185,G09,12,2673,2743,71
1CM42_4_R_#185,B0B,3,2744,2991,248
1CM42_4_R_#185,G10,13,2992,3020,29
1CM42_4_R_#185,B0A,2,3021,3282,262
1CM42_4_R_#185,G02,5,3283,3343,61
1CM42_4_R_#185,B0B,3,3344,3607,264
1CM42_4_R_#185,G08,11,3608,3636,29
1CM42_4_R_#186,D0X,1,1,30,30
1CM42_4_R_#186,G05,8,31,63,33
1CM42_4_R_#186,B0B,3,64,356,293
1CM42_4_R_#186,G08,11,357,410,54
1CM42_4_R_#186,B0B,3,411,713,303
1CM42_4_R_#186,G04,7,714,765,52
1CM42_4_R_#186,B0B,3,766,1002,237
1CM42_4_R_#186,G09,12,1003,1056,54
1CM42_4_R_#186,B0B,3,1057,1312,256
1CM42_4_R_#186,D0X,1,1313,1517,205
1CM42_4_R_#186,G10,13,1518,1560,43
1CM42_4_R_#186,B0A,2,1561,1737,177
1CM42_4_R_#186,D0X,1,1738,1919,182
1CM42_4_R_#186,G06,9,1920,1974,55
1CM42_4_R_#186,B0B,3,1975,2235,261
1CM42_4_R_#186,G11,14,2236,2298,63
1CM42_4_R_#186,B0A,2,2299,2536,238
1CM42_4_R_#186,D0X,1,2537,2737,201
1CM42_4_R_#186,G02,5,2738,2787,50
1CM42_4_R_#186,B0A,2,2788,3033,246
1CM42_4_R_#186,G03,6,3034,3066,33
1CM42_4_R_#186,B0A,2,3067,3328,262
1CM42_4_R_#186,G07,10,3329,3369,41
1CM42_4_R_#186,B0A,2,3370,3584,215
1CM42_4_R_#186,G01,4,3585,3604,20
1CM42_4_R_#186,B0A,2,3605,3613,9
1CM42_4_R_#187,D0X,1,1,36,36
1CM42_4_R_#187,G06,9,37,75,39
1CM42_4_R_#187,B0B,3,76,344,269
1CM42_4_R_#187,G02,5,345,377,33
1CM42_4_R_#187,B0A,2,378,699,322
1CM42_4_R_#187,G04,7,700,737,38
1CM42_4_R_#187,B0B,3,738,1034,297
1CM42_4_R_#187,G03,6,1035,1067,33
1CM42_4_R_#187,B0A,2,1068,1458,391
1CM42_4_R_#187,G11,14,1459,1506,48
1CM42_4_R_#187,B0A,2,1507,1649,143
1CM42_4_R_#187,D0X,1,1650,1906,257
1CM42_4_R_#187,G09,12,1907,1948,42
1CM42_4_R_#187,B0B,3,1949,2299,351
1CM42_4_R_#187,G08,11,2300,2336,37
1CM42_4_R_#187,B0B,3,2337,2671,335
1CM42_4_R_#187,G01,4,2672,2703,32
1CM42_4_R_#187,B0A,2,2704,2949,246
1CM42_4_R_#187,D0X,1,2950,3140,191
1CM42_4_R_#187,G10,13,3141,3159,19
1CM42_4_R_#187,B0B,3,3160,3358,199
1CM42_4_R_#187,D0X,1,3359,3510,152
1CM42_4_R_#187,G05,8,3511,3555,45
1CM42_4_R_#187,B0A,2,3556,3732,177
1CM42_4_R_#187,G07,10,3733,3759,27
1CM42_4_R_#187,D0X,1,3760,3770,11
1CM42_4_R_#188,D0X,1,1,27,27
1CM42_4_R_#188,G06,9,28,74,47
1CM42_4_R_#188,B0B,3,75,315,241
1CM42_4_R_#188,G09,12,316,350,35
1CM42_4_R_#188,B0A,2,351,650,300
1CM42_4_R_#188,G01,4,651,682,32
1CM42_4_R_#188,B0B,3,683,876,194
