video,label,id,t_start,t_end,frames
1CM42_9_R_#165,D0X,1,2501,2732,232
1CM42_9_R_#165,G08,11,2733,2786,54
1CM42_9_R_#165,B0A,2,2787,3176,390
1CM42_9_R_#165,D0X,1,3177,3369,193
1CM42_9_R_#165,G05,8,3370,3427,58
1CM42_9_R_#165,B0B,3,3428,3682,255
1CM42_9_R_#165,G07,10,3683,3720,38
1CM42_9_R_#165,B0A,2,3721,3925,205
1CM42_9_R_#165,G06,9,3926,3959,34
1CM42_9_R_#165,D0X,1,3960,3988,29
1CM42_9_R_#166,D0X,1,1,15,15
1CM42_9_R_#166,G07,10,16,51,36
1CM42_9_R_#166,B0B,3,52,364,313
1CM42_9_R_#166,G08,11,365,400,36
1CM42_9_R_#166,B0A,2,401,646,246
1CM42_9_R_#166,G05,8,647,696,50
1CM42_9_R_#166,B0A,2,697,942,246
1CM42_9_R_#166,G11,14,943,961,19
1CM42_9_R_#166,B0A,2,962,1189,228
1CM42_9_R_#166,G10,13,1190,1217,28
1CM42_9_R_#166,B0B,3,1218,1475,258
1CM42_9_R_#166,D0X,1,1476,1850,375
1CM42_9_R_#166,G02,5,1851,1869,19
1CM42_9_R_#166,B0B,3,1870,2209,340
1CM42_9_R_#166,D0X,1,2210,2445,236
1CM42_9_R_#166,G09,12,2446,2492,47
1CM42_9_R_#166,B0B,3,2493,2740,248
1CM42_9_R_#166,D0X,1,2741,2967,227
1CM42_9_R_#166,G06,9,2968,2995,28
1CM42_9_R_#166,B0B,3,2996,3308,313
1CM42_9_R_#166,G01,4,3309,3331,23
1CM42_9_R_#166,B0A,2,3332,3486,155
1CM42_9_R_#166,G04,7,3487,3522,36
1CM42_9_R_#166,B0A,2,3523,3659,137
1CM42_9_R_#166,G03,6,3660,3689,30
1CM42_9_R_#166,D0X,1,3690,3710,21
1CM42_9_R_#167,D0X,1,1,26,26
1CM42_9_R_#167,G09,12,27,77,51
1CM42_9_R_#167,B0A,2,78,350,273
1CM42_9_R_#167,G05,8,351,383,33
1CM42_9_R_#167,B0A,2,384,609,226
1CM42_9_R_#167,G04,7,610,651,42
1CM42_9_R_#167,B0A,2,652,857,206
1CM42_9_R_#167,G07,10,858,905,48
1CM42_9_R_#167,B0B,3,906,1176,271
1CM42_9_R_#167,G03,6,1177,1210,34
1CM42_9_R_#167,B0B,3,1211,1517,307
1CM42_9_R_#167,G02,5,1518,1540,23
1CM42_9_R_#167,B0B,3,1541,1717,177
1CM42_9_R_#167,D0X,1,1718,2117,400
1CM42_9_R_#167,G06,9,2118,2149,32
1CM42_9_R_#167,B0B,3,2150,2415,266
1CM42_9_R_#167,G10,13,2416,2438,23
1CM42_9_R_#167,B0B,3,2439,2610,172
1CM42_9_R_#167,D0X,1,2611,2818,208
1CM42_9_R_#167,G11,14,2819,2843,25
1CM42_9_R_#167,B0A,2,2844,3083,240
1CM42_9_R_#167,D0X,1,3084,3252,169
1CM42_9_R_#167,G01,4,3253,3278,26
1CM42_9_R_#167,B0A,2,3279,3670,392
1CM42_9_R_#167,G08,11,3671,3733,63
1CM42_9_R_#167,D0X,1,3734,3792,59
1CM42_9_R_#168,D0X,1,1,35,35
1CM42_9_R_#168,G06,9,36,93,58
1CM42_9_R_#168,B0B,3,94,380,287
1CM42_9_R_#168,G04,7,381,436,56
1CM42_9_R_#168,B0A,2,437,791,355
1CM42_9_R_#168,G07,10,792,849,58
1CM42_9_R_#168,B0A,2,850,1167,318
1CM42_9_R_#168,D0X,1,1168,1463,296
1CM42_9_R_#168,G09,12,1464,1534,71
1CM42_9_R_#168,B0A,2,1535,1791,257
1CM42_9_R_#168,G02,5,1792,1824,33
1CM42_9_R_#168,B0B,3,1825,2139,315
1CM42_9_R_#168,G03,6,2140,2186,47
1CM42_9_R_#168,B0B,3,2187,2472,286
1CM42_9_R_#168,D0X,1,2473,2810,338
1CM42_9_R_#168,G05,8,2811,2858,48
1CM42_9_R_#168,B0A,2,2859,3091,233
1CM42_9_R_#168,G10,13,3092,3135,44
1CM42_9_R_#168,B0A,2,3136,3351,216
1CM42_9_R_#168,D0X,1,3352,3493,142
1CM42_9_R_#168,G01,4,3494,3548,55
1CM42_9_R_#168,B0B,3,3549,3695,147
1CM42_9_R_#168,G11,14,3696,3733,38
1CM42_9_R_#168,B0A,2,3734,3753,20
1CM42_9_R_#168,B0B,3,3754,3944,191
1CM42_9_R_#168,G08,11,3945,3988,44
1CV12_13_R_#93,D0X,1,1,87,87
1CV12_13_R_#93,G03,6,88,167,80
1CV12_13_R_#93,B0B,3,168,415,248
1CV12_13_R_#93,G04,7,416,508,93
1CV12_13_R_#93,B0A,2,509,768,260
1CV12_13_R_#93,G05,8,769,856,88
1CV12_13_R_#93,B0B,3,857,1075,219
1CV12_13_R_#93,G06,9,1076,1155,80
1CV12_13_R_#93,B0A,2,1156,1355,200
1CV12_13_R_#93,D0X,1,1356,1743,388
1CV12_13_R_#93,G09,12,1744,1819,76
1CV12_13_R_#93,B0B,3,1820,2072,253
1CV12_13_R_#93,G07,10,2073,2221,149
1CV12_13_R_#93,B0A,2,2222,2436,215
1CV12_13_R_#93,D0X,1,2437,2732,296
1CV12_13_R_#93,G08,11,2733,2839,107
1CV12_13_R_#93,B0B,3,2840,3097,258
1CV12_13_R_#93,G02,5,3098,3191,94
1CV12_13_R_#93,B0A,2,3192,3424,233
1CV12_13_R_#93,G01,4,3425,3504,80
1CV12_13_R_#93,B0B,3,3505,3720,216
1CV12_13_R_#93,D0X,1,3721,4109,389
1CV12_13_R_#93,G10,13,4110,4188,79
1CV12_13_R_#93,B0A,2,4189,4413,225
1CV12_13_R_#93,G11,14,4414,4485,72
1CV12_13_R_#93,D0X,1,4486,4523,38
1CV12_13_R_#94,D0X,1,1,124,124
1CV12_13_R_#94,G11,14,125,216,92
1CV12_13_R_#94,B0B,3,217,488,272
1CV12_13_R_#94,G05,8,489,581,93
1CV12_13_R_#94,B0B,3,582,840,259
1CV12_13_R_#94,G03,6,841,941,101
1CV12_13_R_#94,B0A,2,942,1155,214
1CV12_13_R_#94,G08,11,1156,1222,67
1CV12_13_R_#94,B0A,2,1223,1503,281
1CV12_13_R_#94,D0X,1,1504,1846,343
1CV12_13_R_#94,G07,10,1847,1974,128
1CV12_13_R_#94,B0A,2,1975,2231,257
1CV12_13_R_#94,G02,5,2232,2298,67
1CV12_13_R_#94,B0B,3,2299,2557,259
1CV12_13_R_#94,D0X,1,2558,2903,346
1CV12_13_R_#94,G04,7,2904,2993,90
1CV12_13_R_#94,B0B,3,2994,3224,231
1CV12_13_R_#94,D0X,1,3225,3478,254
1CV12_13_R_#94,G09,12,3479,3608,130
1CV12_13_R_#94,B0A,2,3609,3856,248
1CV12_13_R_#94,G01,4,3857,3947,91
1CV12_13_R_#94,B0A,2,3948,4183,236
1CV12_13_R_#94,G06,9,4184,4267,84
1CV12_13_R_#94,B0B,3,4268,4515,248
1CV12_13_R_#94,G10,13,4516,4571,56
1CV12_13_R_#94,D0X,1,4572,4596,25
1CV12_13_R_#95,D0X,1,1,67,67
1CV12_13_R_#95,G10,13,68,144,77
1CV12_13_R_#95,B0A,2,145,373,229
1CV12_13_R_#95,G02,5,374,451,78
1CV12_13_R_#95,B0B,3,452,667,216
1CV12_13_R_#95,G06,9,668,769,102
1CV12_13_R_#95,B0B,3,770,1006,237
1CV12_13_R_#95,G11,14,1007,1097,91
1CV12_13_R_#95,B0B,3,1098,1304,207
1CV12_13_R_#95,G04,7,1305,1411,107
1CV12_13_R_#95,B0A,2,1412,1622,211
1CV12_13_R_#95,G09,12,1623,1733,111
1CV12_13_R_#95,B0A,2,1734,1918,185
1CV12_13_R_#95,D0X,1,1919,2231,313
1CV12_13_R_#95,G07,10,2232,2355,124
1CV12_13_R_#95,B0B,3,2356,2607,252
1CV12_13_R_#95,G08,11,2608,2706,99
1CV12_13_R_#95,B0B,3,2707,2900,194
1CV12_13_R_#95,D0X,1,2901,3208,308
1CV12_13_R_#95,G03,6,3209,3290,82
1CV12_13_R_#95,B0A,2,3291,3506,216
1CV12_13_R_#95,D0X,1,3507,3737,231
1CV12_13_R_#95,G05,8,3738,3819,82
1CV12_13_R_#95,B0A,2,3820,3999,180
1CV12_13_R_#95,G01,4,4000,4039,40
1CV12_13_R_#95,D0X,1,4040,4066,27
1CV12_13_R_#96,D0X,1,1,139,139
1CV12_13_R_#96,G01,4,140,223,84
1CV12_13_R_#96,B0A,2,224,467,244
1CV12_13_R_#96,G09,12,468,562,95
1CV12_13_R_#96,B0B,3,563,789,227
1CV12_13_R_#96,G03,6,790,878,89
1CV12_13_R_#96,B0A,2,879,1130,252
1CV12_13_R_#96,D0X,1,1131,1440,310
1CV12_13_R_#96,G06,9,1441,1528,88
1CV12_13_R_#96,B0B,3,1529,1808,280
1CV12_13_R_#96,G07,10,1809,1922,114
1CV12_13_R_#96,B0A,2,1923,2183,261
1CV12_13_R_#96,D0X,1,2184,2532,349
1CV12_13_R_#96,G02,5,2533,2604,72
1CV12_13_R_#96,B0B,3,2605,2872,268
1CV12_13_R_#96,D0X,1,2873,3180,308
1CV12_13_R_#96,G10,13,3181,3263,83
1CV12_13_R_#96,B0A,2,3264,3526,263
1CV12_13_R_#96,G08,11,3527,3627,101
1CV12_13_R_#96,B0B,3,3628,3874,247
1CV12_13_R_#96,G11,14,3875,3955,81
1CV12_13_R_#96,B0A,2,3956,4179,224
1CV12_13_R_#96,G04,7,4180,4253,74
1CV12_13_R_#96,B0B,3,4254,4462,209
1CV12_13_R_#96,G05,8,4463,4529,67
1CV12_13_R_#96,D0X,1,4530,4556,27
1CV12_16_R_#105,D0X,1,1,101,101
1CV12_16_R_#105,G01,4,102,150,49
1CV12_16_R_#105,B0A,2,151,461,311
1CV12_16_R_#105,G07,10,462,531,70
1CV12_16_R_#105,B0A,2,532,733,202
1CV12_16_R_#105,G03,6,734,802,69
1CV12_16_R_#105,B0B,3,803,1030,228
1CV12_16_R_#105,G02,5,1031,1082,52
1CV12_16_R_#105,B0B,3,1083,1515,433
1CV12_16_R_#105,G10,13,1516,1640,125
1CV12_16_R_#105,B0B,3,1641,1930,290
1CV12_16_R_#105,D0X,1,1931,2276,346
1CV12_16_R_#105,G09,12,2277,2330,54
1CV12_16_R_#105,B0B,3,2331,2508,178
1CV12_16_R_#105,D0X,1,2509,2698,190
1CV12_16_R_#105,G11,14,2699,2776,78
1CV12_16_R_#105,B0A,2,2777,3079,303
1CV12_16_R_#105,G05,8,3080,3179,100
1CV12_16_R_#105,B0A,2,3180,3380,201
1CV12_16_R_#105,D0X,1,3381,3514,134
1CV12_16_R_#105,G06,9,3515,3590,76
1CV12_16_R_#105,B0A,2,3591,3807,217
1CV12_16_R_#105,G04,7,3808,3899,92
1CV12_16_R_#105,B0B,3,3900,4092,193
1CV12_16_R_#105,G08,11,4093,4157,65
1CV12_16_R_#105,D0X,1,4158,4211,54
1CV12_16_R_#106,D0X,1,1,74,74
1CV12_16_R_#106,G11,14,75,145,71
1CV12_16_R_#106,B0B,3,146,328,183
1CV12_16_R_#106,G03,6,329,435,107
1CV12_16_R_#106,B0B,3,436,643,208
1CV12_16_R_#106,G05,8,644,714,71
1CV12_16_R_#106,B0A,2,715,878,164
1CV12_16_R_#106,G08,11,879,995,117
1CV12_16_R_#106,B0B,3,996,1247,252
1CV12_16_R_#106,G10,13,1248,1309,62
1CV12_16_R_#106,B0A,2,1310,1494,185
1CV12_16_R_#106,D0X,1,1495,1779,285
1CV12_16_R_#106,G01,4,1780,1946,167
1CV12_16_R_#106,B0B,3,1947,2170,224
1CV12_16_R_#106,D0X,1,2171,2298,128
1CV12_16_R_#106,G02,5,2299,2372,74
1CV12_16_R_#106,B0A,2,2373,2724,352
1CV12_16_R_#106,D0X,1,2725,2965,241
1CV12_16_R_#106,G04,7,2966,3074,109
1CV12_16_R_#106,B0A,2,3075,3284,210
1CV12_16_R_#106,G09,12,3285,3386,102
1CV12_16_R_#106,B0A,2,3387,3626,240
1CV12_16_R_#106,G07,10,3627,3707,81
1CV12_16_R_#106,B0B,3,3708,3891,184
1CV12_16_R_#106,G06,9,3892,3941,50
1CV12_16_R_#106,D0X,1,3942,4014,73
1CV12_16_R_#107,D0X,1,1,276,276
1CV12_16_R_#107,G07,10,277,374,98
1CV12_16_R_#107,B0B,3,375,599,225
1CV12_16_R_#107,G05,8,600,651,52
1CV12_16_R_#107,B0A,2,652,880,229
1CV12_16_R_#107,G10,13,881,930,50
1CV12_16_R_#107,B0A,2,931,1153,223
1CV12_16_R_#107,G04,7,1154,1207,54
1CV12_16_R_#107,B0A,2,1208,1446,239
1CV12_16_R_#107,G11,14,1447,1514,68
1CV12_16_R_#107,B0B,3,1515,1686,172
1CV12_16_R_#107,D0X,1,1687,1890,204
1CV12_16_R_#107,G03,6,1891,2002,112
1CV12_16_R_#107,B0B,3,2003,2625,623
1CV12_16_R_#107,D0X,1,2626,2857,232
1CV12_16_R_#107,G06,9,2858,2954,97
1CV12_16_R_#107,B0A,2,2955,3177,223
1CV12_16_R_#107,G09,12,3178,3269,92
1CV12_16_R_#107,B0B,3,3270,3581,312
1CV12_16_R_#107,G01,4,3582,3643,62
1CV12_16_R_#107,B0A,2,3644,3873,230
1CV12_16_R_#107,D0X,1,3874,4102,229
1CV12_16_R_#107,G08,11,4103,4180,78
1CV12_16_R_#107,B0B,3,4181,4360,180
1CV12_16_R_#107,G02,5,4361,4403,43
1CV12_16_R_#107,D0X,1,4404,4476,73
1CV12_16_R_#108,D0X,1,1,53,53
1CV12_16_R_#108,G08,11,54,149,96
1CV12_16_R_#108,B0B,3,150,412,263
1CV12_16_R_#108,G09,12,413,475,63
1CV12_16_R_#108,B0B,3,476,722,247
1CV12_16_R_#108,G02,5,723,817,95
1CV12_16_R_#108,B0A,2,818,1001,184
1CV12_16_R_#108,G01,4,1002,1076,75
1CV12_16_R_#108,B0A,2,1077,1347,271
1CV12_16_R_#108,G05,8,1348,1440,93
1CV12_16_R_#108,B0B,3,1441,1688,248
1CV12_16_R_#108,D0X,1,1689,2008,320
1CV12_16_R_#108,G03,6,2009,2104,96
1CV12_16_R_#108,B0A,2,2105,2542,438
1CV12_16_R_#108,D0X,1,2543,3036,494
1CV12_16_R_#108,G10,13,3037,3122,86
1CV12_16_R_#108,B0B,3,3123,3371,249
1CV12_16_R_#108,D0X,1,3372,3527,156
1CV12_16_R_#108,G06,9,3528,3619,92
1CV12_16_R_#108,B0A,2,3620,3890,271
1CV12_16_R_#108,G04,7,3891,3991,101
1CV12_16_R_#108,B0B,3,3992,4192,201
1CV12_16_R_#108,G07,10,4193,4280,88
1CV12_16_R_#108,B0A,2,4281,4440,160
1CV12_16_R_#108,G11,14,4441,4499,59
1CV12_16_R_#108,D0X,1,4500,4649,150
1CV12_1_R_#65,D0X,1,1,97,97
1CV12_1_R_#65,G11,14,98,152,55
1CV12_1_R_#65,B0B,3,153,356,204
1CV12_1_R_#65,G07,10,357,458,102
1CV12_1_R_#65,B0B,3,459,659,201
1CV12_1_R_#65,G02,5,660,754,95
1CV12_1_R_#65,B0A,2,755,949,195
1CV12_1_R_#65,G05,8,950,1046,97
1CV12_1_R_#65,B0B,3,1047,1291,245
1CV12_1_R_#65,D0X,1,1292,1675,384
1CV12_1_R_#65,G04,7,1676,1781,106
1CV12_1_R_#65,B0A,2,1782,1978,197
1CV12_1_R_#65,D0X,1,1979,2183,205
1CV12_1_R_#65,G09,12,2184,2265,82
1CV12_1_R_#65,B0B,3,2266,2506,241
1CV12_1_R_#65,G08,11,2507,2597,91
1CV12_1_R_#65,B0A,2,2598,2806,209
1CV12_1_R_#65,G03,6,2807,2897,91
1CV12_1_R_#65,B0A,2,2898,3114,217
1CV12_1_R_#65,D0X,1,3115,3482,368
1CV12_1_R_#65,G10,13,3483,3564,82
1CV12_1_R_#65,B0B,3,3565,3796,232
1CV12_1_R_#65,G01,4,3797,3882,86
1CV12_1_R_#65,B0A,2,3883,4096,214
1CV12_1_R_#65,G06,9,4097,4158,62
1CV12_1_R_#65,D0X,1,4159,4206,48
1CV12_1_R_#66,D0X,1,1,24,24
1CV12_1_R_#66,G05,8,25,143,119
1CV12_1_R_#66,B0A,2,144,351,208
1CV12_1_R_#66,G02,5,352,438,87
1CV12_1_R_#66,B0B,3,439,643,205
1CV12_1_R_#66,G01,4,644,718,75
1CV12_1_R_#66,B0A,2,719,901,183
1CV12_1_R_#66,D0X,1,902,1272,371
1CV12_1_R_#66,G09,12,1273,1347,75
1CV12_1_R_#66,B0B,3,1348,1576,229
1CV12_1_R_#66,D0X,1,1577,1896,320
1CV12_1_R_#66,G03,6,1897,1998,102
1CV12_1_R_#66,B0B,3,1999,2166,168
1CV12_1_R_#66,G04,7,2167,2236,70
1CV12_1_R_#66,B0B,3,2237,2416,180
1CV12_1_R_#66,D0X,1,2417,2814,398
1CV12_1_R_#66,G11,14,2815,2893,79
1CV12_1_R_#66,B0A,2,2894,3090,197
1CV12_1_R_#66,G10,13,3091,3178,88
1CV12_1_R_#66,B0B,3,3179,3420,242
1CV12_1_R_#66,G08,11,3421,3463,43
1CV12_1_R_#66,B0A,2,3464,3722,259
1CV12_1_R_#66,G06,9,3723,3819,97
1CV12_1_R_#66,B0A,2,3820,4014,195
1CV12_1_R_#66,G07,10,4015,4096,82
1CV12_1_R_#66,D0X,1,4097,4150,54
1CV12_1_R_#67,D0X,1,1,35,35
1CV12_1_R_#67,G07,10,36,142,107
1CV12_1_R_#67,B0B,3,143,320,178
1CV12_1_R_#67,G02,5,321,396,76
1CV12_1_R_#67,B0A,2,397,619,223
1CV12_1_R_#67,G10,13,620,709,90
1CV12_1_R_#67,B0B,3,710,925,216
1CV12_1_R_#67,G09,12,926,1017,92
1CV12_1_R_#67,B0A,2,1018,1253,236
1CV12_1_R_#67,D0X,1,1254,1593,340
1CV12_1_R_#67,G06,9,1594,1686,93
1CV12_1_R_#67,B0A,2,1687,1896,210
1CV12_1_R_#67,D0X,1,1897,2170,274
1CV12_1_R_#67,G11,14,2171,2265,95
1CV12_1_R_#67,B0B,3,2266,2457,192
1CV12_1_R_#67,G04,7,2458,2532,75
1CV12_1_R_#67,B0A,2,2533,2745,213
1CV12_1_R_#67,D0X,1,2746,3010,265
1CV12_1_R_#67,G08,11,3011,3093,83
1CV12_1_R_#67,B0B,3,3094,3301,208
1CV12_1_R_#67,G01,4,3302,3380,79
1CV12_1_R_#67,B0B,3,3381,3599,219
1CV12_1_R_#67,G05,8,3600,3687,88
1CV12_1_R_#67,B0A,2,3688,3905,218
1CV12_1_R_#67,G03,6,3906,4010,105
1CV12_1_R_#67,D0X,1,4011,4121,111
1CV12_1_R_#68,D0X,1,1,24,24
1CV12_1_R_#68,G10,13,25,155,131
1CV12_1_R_#68,B0B,3,156,420,265
1CV12_1_R_#68,G08,11,421,492,72
1CV12_1_R_#68,B0A,2,493,719,227
1CV12_1_R_#68,G04,7,720,809,90
1CV12_1_R_#68,B0A,2,810,1010,201
1CV12_1_R_#68,D0X,1,1011,1435,425
1CV12_1_R_#68,G01,4,1436,1512,77
1CV12_1_R_#68,B0B,3,1513,1731,219
1CV12_1_R_#68,G06,9,1732,1832,101
1CV12_1_R_#68,B0B,3,1833,2045,213
1CV12_1_R_#68,D0X,1,2046,2471,426
1CV12_1_R_#68,G05,8,2472,2547,76
1CV12_1_R_#68,B0A,2,2548,2750,203
1CV12_1_R_#68,D0X,1,2751,3090,340
1CV12_1_R_#68,G02,5,3091,3134,44
1CV12_1_R_#68,B0B,3,3135,3358,224
1CV12_1_R_#68,G09,12,3359,3440,82
1CV12_1_R_#68,B0A,2,3441,3668,228
1CV12_1_R_#68,G11,14,3669,3742,74
1CV12_1_R_#68,B0B,3,3743,3921,179
1CV12_1_R_#68,G03,6,3922,3972,51
1CV12_1_R_#68,B0A,2,3973,4158,186
1CV12_1_R_#68,G07,10,4159,4220,62
1CV12_1_R_#68,D0X,1,4221,4242,22
1CV12_22_R_#113,D0X,1,1,31,31
1CV12_22_R_#113,G07,10,32,90,59
1CV12_22_R_#113,B0B,3,91,265,175
1CV12_22_R_#113,G11,14,266,308,43
1CV12_22_R_#113,B0B,3,309,520,212
1CV12_22_R_#113,G04,7,521,558,38
1CV12_22_R_#113,B0A,2,559,821,263
1CV12_22_R_#113,G10,13,822,857,36
1CV12_22_R_#113,B0A,2,858,1033,176
1CV12_22_R_#113,D0X,1,1034,1277,244
1CV12_22_R_#113,G02,5,1278,1304,27
1CV12_22_R_#113,B0A,2,1305,1525,221
1CV12_22_R_#113,G03,6,1526,1558,33
1CV12_22_R_#113,B0B,3,1559,1769,211
1CV12_22_R_#113,D0X,1,1770,1958,189
1CV12_22_R_#113,G08,11,1959,2002,44
1CV12_22_R_#113,B0B,3,2003,2231,229
1CV12_22_R_#113,G06,9,2232,2266,35
1CV12_22_R_#113,B0B,3,2267,2487,221
1CV12_22_R_#113,G05,8,2488,2531,44
1CV12_22_R_#113,B0A,2,2532,2671,140
1CV12_22_R_#113,D0X,1,2672,3154,483
1CV12_22_R_#113,G09,12,3155,3236,82
1CV12_22_R_#113,B0A,2,3237,3637,401
1CV12_22_R_#113,G01,4,3638,3697,60
1CV12_22_R_#113,D0X,1,3698,3760,63
1CV12_22_R_#114,D0X,1,1,26,26
1CV12_22_R_#114,G10,13,27,60,34
1CV12_22_R_#114,B0B,3,61,290,230
1CV12_22_R_#114,G08,11,291,337,47
1CV12_22_R_#114,B0A,2,338,645,308
1CV12_22_R_#114,G07,10,646,728,83
1CV12_22_R_#114,B0B,3,729,1102,374
1CV12_22_R_#114,D0X,1,1103,1364,262
1CV12_22_R_#114,G06,9,1365,1396,32
1CV12_22_R_#114,B0A,2,1397,1696,300
1CV12_22_R_#114,D0X,1,1697,2084,388
1CV12_22_R_#114,G03,6,2085,2115,31
1CV12_22_R_#114,B0B,3,2116,2427,312
1CV12_22_R_#114,G09,12,2428,2479,52
1CV12_22_R_#114,B0A,2,2480,2750,271
1CV12_22_R_#114,G04,7,2751,2786,36
1CV12_22_R_#114,B0A,2,2787,2978,192
1CV12_22_R_#114,G11,14,2979,3031,53
1CV12_22_R_#114,B0B,3,3032,3261,230
1CV12_22_R_#114,D0X,1,3262,3453,192
1CV12_22_R_#114,G01,4,3454,3478,25
1CV12_22_R_#114,B0B,3,3479,3679,201
1CV12_22_R_#114,G02,5,3680,3721,42
1CV12_22_R_#114,B0A,2,3722,3925,204
1CV12_22_R_#114,G05,8,3926,3968,43
1CV12_22_R_#114,D0X,1,3969,4055,87
1CV12_22_R_#115,D0X,1,1,27,27
1CV12_22_R_#115,G01,4,28,54,27
1CV12_22_R_#115,B0B,3,55,334,280
1CV12_22_R_#115,G03,6,335,365,31
1CV12_22_R_#115,B0B,3,366,670,305
1CV12_22_R_#115,G08,11,671,724,54
1CV12_22_R_#115,B0A,2,725,1044,320
1CV12_22_R_#115,G06,9,1045,1076,32
1CV12_22_R_#115,B0B,3,1077,1431,355
1CV12_22_R_#115,D0X,1,1432,1812,381
1CV12_22_R_#115,G11,14,1813,1849,37
1CV12_22_R_#115,B0A,2,1850,2248,399
1CV12_22_R_#115,D0X,1,2249,2496,248
1CV12_22_R_#115,G02,5,2497,2527,31
1CV12_22_R_#115,B0A,2,2528,2867,340
1CV12_22_R_#115,G09,12,2868,2905,38
1CV12_22_R_#115,B0B,3,2906,3280,375
1CV12_22_R_#115,D0X,1,3281,3487,207
1CV12_22_R_#115,G07,10,3488,3545,58
1CV12_22_R_#115,B0A,2,3546,3817,272
1CV12_22_R_#115,G05,8,3818,3849,32
1CV12_22_R_#115,B0A,2,3850,4084,235
1CV12_22_R_#115,G10,13,4085,4149,65
1CV12_22_R_#115,B0B,3,4150,4339,190
1CV12_22_R_#115,G04,7,4340,4381,42
1CV12_22_R_#115,D0X,1,4382,4445,64
1CV12_22_R_#116,D0X,1,1,23,23
1CV12_22_R_#116,G04,7,24,58,35
1CV12_22_R_#116,B0A,2,59,291,233
1CV12_22_R_#116,G05,8,292,326,35
1CV12_22_R_#116,B0B,3,327,720,394
1CV12_22_R_#116,G09,12,721,763,43
1CV12_22_R_#116,B0B,3,764,980,217
1CV12_22_R_#116,D0X,1,981,1271,291
1CV12_22_R_#116,G07,10,1272,1331,60
1CV12_22_R_#116,B0B,3,1332,1731,400
1CV12_22_R_#116,D0X,1,1732,2016,285
1CV12_22_R_#116,G01,4,2017,2041,25
1CV12_22_R_#116,B0A,2,2042,2283,242
1CV12_22_R_#116,G03,6,2284,2317,34
1CV12_22_R_#116,B0A,2,2318,2614,297
1CV12_22_R_#116,G06,9,2615,2643,29
1CV12_22_R_#116,B0B,3,2644,2978,335
1CV12_22_R_#116,G02,5,2979,3008,30
1CV12_22_R_#116,B0A,2,3009,3272,264
1CV12_22_R_#116,D0X,1,3273,3457,185
1CV12_22_R_#116,G11,14,3458,3502,45
1CV12_22_R_#116,B0A,2,3503,3713,211
1CV12_22_R_#116,G10,13,3714,3744,31
1CV12_22_R_#116,B0B,3,3745,3953,209
1CV12_22_R_#116,G08,11,3954,3996,43
1CV12_22_R_#116,D0X,1,3997,4048,52
1CV12_23_R_#117,D0X,1,1,11,11
1CV12_23_R_#117,G04,7,12,44,33
1CV12_23_R_#117,B0A,2,45,365,321
1CV12_23_R_#117,G02,5,366,403,38
1CV12_23_R_#117,B0B,3,404,651,248
1CV12_23_R_#117,G06,9,652,713,62
1CV12_23_R_#117,B0B,3,714,917,204
1CV12_23_R_#117,G09,12,918,998,81
1CV12_23_R_#117,B0A,2,999,1234,236
1CV12_23_R_#117,G07,10,1235,1287,53
1CV12_23_R_#117,B0B,3,1288,1452,165
1CV12_23_R_#117,D0X,1,1453,1846,394
1CV12_23_R_#117,G08,11,1847,1902,56
1CV12_23_R_#117,B0A,2,1903,2148,246
1CV12_23_R_#117,G11,14,2149,2216,68
1CV12_23_R_#117,B0A,2,2217,2456,240
1CV12_23_R_#117,D0X,1,2457,2690,234
1CV12_23_R_#117,G03,6,2691,2757,67
1CV12_23_R_#117,B0B,3,2758,3014,257
1CV12_23_R_#117,G10,13,3015,3068,54
1CV12_23_R_#117,B0B,3,3069,3272,204
1CV12_23_R_#117,D0X,1,3273,3376,104
1CV12_23_R_#117,G05,8,3377,3416,40
1CV12_23_R_#117,B0A,2,3417,3607,191
1CV12_23_R_#117,G01,4,3608,3657,50
1CV12_23_R_#118,D0X,1,1,27,27
1CV12_23_R_#118,G03,6,28,72,45
1CV12_23_R_#118,B0B,3,73,305,233
1CV12_23_R_#118,G10,13,306,381,76
1CV12_23_R_#118,B0A,2,382,630,249
1CV12_23_R_#118,G08,11,631,687,57
1CV12_23_R_#118,B0B,3,688,1082,395
1CV12_23_R_#118,G01,4,1083,1126,44
1CV12_23_R_#118,B0B,3,1127,1423,297
1CV12_23_R_#118,G11,14,1424,1494,71
1CV12_23_R_#118,B0A,2,1495,1873,379
1CV12_23_R_#118,G02,5,1874,1922,49
1CV12_23_R_#118,B0A,2,1923,2112,190
1CV12_23_R_#118,D0X,1,2113,2393,281
1CV12_23_R_#118,G09,12,2394,2444,51
1CV12_23_R_#118,B0B,3,2445,2620,176
1CV12_23_R_#118,D0X,1,2621,2814,194
1CV12_23_R_#118,G05,8,2815,2842,28
1CV12_23_R_#118,B0A,2,2843,3055,213
1CV12_23_R_#118,D0X,1,3056,3269,214
1CV12_23_R_#118,G04,7,3270,3303,34
1CV12_23_R_#118,B0B,3,3304,3456,153
1CV12_23_R_#118,G07,10,3457,3510,54
1CV12_23_R_#118,B0A,2,3511,3666,156
1CV12_23_R_#118,G06,9,3667,3721,55
1CV12_23_R_#119,D0X,1,1,27,27
1CV12_23_R_#119,G03,6,28,80,53
1CV12_23_R_#119,B0A,2,81,397,317
1CV12_23_R_#119,G01,4,398,431,34
